City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,santana,-0.0583,-51.1817,27.1,78,3.6,3.6,BR,1740527798
293,broome,42.2506,-75.833,4.23,95,2.57,2.57,US,1740527799
294,san lawrenz,36.0553,14.204,13.81,87,5.33,5.33,MT,1740527800
295,dudinka,69.4058,86.1778,-28.32,81,10.12,10.12,RU,1740527801
296,jayapura,-2.5333,140.7,25.66,66,1.66,1.66,ID,1740527802
297,neuenrade,51.2833,7.7833,7.15,87,0.44,0.44,DE,1740527803
298,thunder bay,48.4001,-89.3168,-0.01,93,1.54,1.54,CA,1740527513
299,babu,24.4167,111.5167,11.15,85,1.12,1.12,CN,1740527805
300,kingscliff,-28.2667,153.5667,27.89,61,7.2,7.2,AU,1740527807
301,ibiza,38.9088,1.433,11.07,88,2.06,2.06,ES,1740527810
302,daru,-9.0763,143.2092,24.27,94,4.31,4.31,PG,1740527811
303,harrismith,-28.2728,29.1295,15.75,93,4.68,4.68,ZA,1740527812
304,turuntayevo,52.2,107.6167,-13.85,94,0.73,0.73,RU,1740527813
305,antonio enes,-16.2325,39.9086,25.79,84,5.43,5.43,MZ,1740527814
306,lerwick,60.1545,-1.1494,6.4,80,6.6,6.6,GB,1740527820
307,baruun-urt,46.6806,113.2792,-12.64,65,4.99,4.99,MN,1740527821
308,ulanhot,46.0833,122.0833,-7.22,44,5.83,5.83,CN,1740527822
309,qamdo,31.1667,97.2333,-10.56,58,1.68,1.68,CN,1740527824
310,durant,33.994,-96.3708,23.09,38,5.66,5.66,US,1740527825
311,antsiranana,-12.2787,49.2917,25.19,86,3.22,3.22,MG,1740527826
312,sodankyla,67.4167,26.6,0.44,98,2.82,2.82,FI,1740527828
313,funafuti,-8.5243,179.1942,30.0,70,5.14,5.14,TV,1740527829
314,kushiro,42.975,144.3747,2.53,93,4.63,4.63,JP,1740527830
315,trebon,49.0036,14.7707,3.65,95,1.66,1.66,CZ,1740527831
316,karamay,45.6004,84.8661,-9.26,71,1.36,1.36,CN,1740527832
317,remire-montjoly,4.9167,-52.2667,26.02,83,1.54,1.54,GF,1740527833
318,suphan buri,14.4742,100.1222,20.91,83,4.54,4.54,TH,1740527834
319,paracuru,-3.41,-39.0306,25.91,83,2.73,2.73,BR,1740527835
320,mount pleasant,32.7941,-79.8626,16.11,72,2.57,2.57,US,1740527704
321,abqaiq,25.9371,49.6776,8.39,18,5.89,5.89,SA,1740527838
322,urangan,-25.3,152.9,26.13,64,10.67,10.67,AU,1740527839
323,kill devil hills,36.0307,-75.676,12.01,69,0.0,0.0,US,1740527840
324,mata-utu,-13.2816,-176.1745,28.38,77,6.86,6.86,WF,1740527841
325,al ghayzah,16.2079,52.176,21.08,82,2.91,2.91,YE,1740527842
326,shubarshi,48.5872,57.1869,-18.17,100,3.02,3.02,KZ,1740527843
327,malvan,16.0667,73.4667,24.59,43,2.35,2.35,IN,1740527845
328,beloha,-25.1667,45.05,22.99,94,3.58,3.58,MG,1740527846
329,huilong,31.8111,121.655,6.34,72,1.62,1.62,CN,1740527848
330,kindu,-2.95,25.95,20.44,99,0.99,0.99,CD,1740527850
331,antofagasta,-23.65,-70.4,21.6,76,1.67,1.67,CL,1740527852
332,kavaratti,10.5669,72.642,27.71,70,3.23,3.23,IN,1740527853
333,illizi,26.4833,8.4667,11.47,37,2.05,2.05,DZ,1740527854
334,tiruchchendur,8.4833,78.1167,24.87,79,6.88,6.88,IN,1740527855
335,vilyuysk,63.7553,121.6247,-18.36,98,2.23,2.23,RU,1740527857
336,capilla del monte,-30.8609,-64.5251,23.94,68,4.07,4.07,AR,1740527858
337,slatina,44.4333,24.3667,-1.48,91,1.89,1.89,RO,1740527861
338,webster,42.0501,-71.8801,6.4,74,2.06,2.06,US,1740527651
339,prince rupert,54.3161,-130.3201,8.05,81,10.8,10.8,CA,1740527863
340,bumba,2.1833,22.4667,23.44,79,1.4,1.4,CD,1740527864
341,pizarro,4.9533,-77.366,26.01,86,0.34,0.34,CO,1740527865
342,lycksele,64.5954,18.6735,0.93,100,1.03,1.03,SE,1740527866
343,newman,37.3138,-121.0208,20.02,50,4.02,4.02,US,1740527867
344,xiantao,30.3833,113.4,6.4,80,2.3,2.3,CN,1740527868
345,dame-marie,18.5667,-74.4167,25.24,79,1.96,1.96,HT,1740527869
346,galliano,29.4422,-90.2992,18.0,72,2.57,2.57,US,1740527870
347,fairbanks,64.8378,-147.7164,-8.21,54,0.0,0.0,US,1740527872
348,chepelare,41.7333,24.6833,-0.58,97,1.61,1.61,BG,1740527873
349,skagen,57.7209,10.5839,3.69,93,5.55,5.55,DK,1740527874
350,richards bay,-28.783,32.0377,23.82,93,5.56,5.56,ZA,1740527875
351,kailua-kona,19.6406,-155.9956,27.53,72,6.17,6.17,US,1740527876
352,ajasse ipo,8.2333,4.8167,24.37,72,2.36,2.36,NG,1740527877
353,kharovsk,59.9642,40.1912,-11.85,99,1.58,1.58,RU,1740527878
354,kingston,17.997,-76.7936,23.53,88,6.17,6.17,JM,1740527585
355,san julian,21.0167,-102.1667,26.16,7,1.29,1.29,MX,1740527880
356,abepura,-2.6333,140.5833,25.45,89,2.57,2.57,ID,1740527881
357,lautoka,-17.6167,177.4667,28.92,70,5.14,5.14,FJ,1740527882
358,muisne,0.6,-80.0333,25.37,87,0.69,0.69,EC,1740527883
359,mount darwin,-16.7725,31.5838,19.93,93,1.97,1.97,ZW,1740527885
360,geraldton,-28.7667,114.6,22.23,68,6.17,6.17,AU,1740527710
361,zheshart,62.0731,49.5733,-12.08,99,1.17,1.17,RU,1740527888
362,vodnyy,63.5046,53.4095,-1.15,97,2.03,2.03,RU,1740527891
363,machico,32.7,-16.7667,17.23,80,1.54,1.54,PT,1740527897
364,piranhas,-16.4269,-51.8222,24.2,86,1.35,1.35,BR,1740527899
365,marlin,31.3063,-96.898,18.61,62,4.47,4.47,US,1740527901
366,ribeira brava,32.65,-17.0667,17.23,75,0.45,0.45,PT,1740527902
367,hithadhoo,-0.6,73.0833,27.3,76,4.33,4.33,MV,1740527904
368,linxi,39.7,118.4333,-0.53,25,1.33,1.33,CN,1740527905
369,vernon,50.2581,-119.2691,7.74,81,1.03,1.03,CA,1740527683
370,tofol,5.3248,163.0078,28.88,89,2.57,2.57,FM,1740527907
371,petropavlovsk-kamchatsky,53.0452,158.6483,-9.67,41,1.0,1.0,RU,1740527909
372,rio claro,-22.4114,-47.5614,21.83,81,1.98,1.98,BR,1740527838
373,sinop,41.7711,34.8709,-3.51,84,3.02,3.02,TR,1740527911
374,chulakkurgan,43.765,69.1814,0.69,85,2.95,2.95,KZ,1740527912
375,namdrik,5.5994,168.1028,27.67,81,7.48,7.48,MH,1740527914
376,la serena,-29.9078,-71.2542,18.73,88,4.12,4.12,CL,1740527694
377,reggane,26.7158,0.1714,16.02,27,4.94,4.94,DZ,1740527916
378,london,51.5085,-0.1257,5.98,87,3.6,3.6,GB,1740527452
379,namtsy,62.7161,129.6658,-17.76,97,3.92,3.92,RU,1740527918
380,pauini,-7.7136,-66.9764,24.88,93,1.01,1.01,BR,1740527919
381,conde,-7.2597,-34.9075,26.7,78,3.6,3.6,BR,1740527871
382,kone,-21.0595,164.8658,30.76,61,2.15,2.15,NC,1740527922
383,ipira,-12.1583,-39.7372,23.95,79,5.77,5.77,BR,1740527923
384,anderson,34.5334,-82.6499,22.3,24,3.6,3.6,US,1740527924
385,acajutla,13.5928,-89.8275,28.19,70,1.5,1.5,SV,1740527926
386,iskateley,67.6803,53.1512,-0.18,96,3.5,3.5,RU,1740527927
387,opuwo,-18.0607,13.84,21.24,62,0.83,0.83,NA,1740527928
388,kyshtovka,56.555,76.6271,-19.45,96,1.56,1.56,RU,1740527929
389,bougouni,11.417,-7.479,22.84,15,3.66,3.66,ML,1740527930
390,road town,18.4167,-64.6167,26.02,83,4.12,4.12,VG,1740527931
391,hammerfest,70.6634,23.6821,3.25,81,0.0,0.0,NO,1740527932
392,bam,29.106,58.357,3.29,16,1.63,1.63,IR,1740527933
393,udachny,66.4167,112.4,-30.22,100,3.28,3.28,RU,1740527934
394,harstad,68.799,16.5293,4.68,71,1.34,1.34,NO,1740527936
395,inhambane,-23.865,35.3833,25.65,89,8.24,8.24,MZ,1740527937
396,ceeldheer,3.8488,47.1806,23.9,90,5.63,5.63,SO,1740527938
397,lazaro cardenas,17.9583,-102.2,27.64,63,2.7,2.7,MX,1740527939
398,oppdal,62.5943,9.6912,-3.07,90,5.65,5.65,NO,1740527940
399,salekhard,66.53,66.6019,-7.14,93,3.02,3.02,RU,1740527941
400,waingapu,-9.6567,120.2641,27.33,80,0.81,0.81,ID,1740527943
401,buckeburg,52.2607,9.0494,6.53,87,0.51,0.51,DE,1740527944
402,port moresby,-9.4431,147.1797,24.68,94,2.57,2.57,PG,1740527905
403,tanjung selor,2.8372,117.3642,22.49,100,0.67,0.67,ID,1740527954
404,tura,25.5198,90.2201,15.3,45,1.92,1.92,IN,1740527955
405,kununurra,-15.7667,128.7333,29.99,74,1.54,1.54,AU,1740527957
406,betio village,1.358,172.9211,30.02,77,8.17,8.17,KI,1740527958
407,amga,60.8953,131.9608,-18.51,95,3.36,3.36,RU,1740527959
408,smidovich,48.6,133.8167,-13.57,83,4.87,4.87,RU,1740527960
409,la paz,-16.5,-68.15,14.99,41,4.12,4.12,BO,1740527681
410,fyodorovka,53.6314,62.7078,-13.09,94,4.55,4.55,KZ,1740527962
411,al bawiti,28.3492,28.8659,10.49,46,3.18,3.18,EG,1740527963
412,flying fish cove,-10.4217,105.6791,23.82,100,0.0,0.0,CX,1740527965
413,surab,28.4914,66.2585,10.97,62,3.85,3.85,PK,1740527966
414,bardai,11.65,7.2333,21.97,21,2.79,2.79,NG,1740527967
415,kokologo,12.1897,-1.8856,21.04,17,4.2,4.2,BF,1740527968
416,molepolole,-24.4066,25.4951,23.59,61,2.5,2.5,BW,1740527969
417,pingliang,35.5392,106.6861,0.4,48,0.39,0.39,CN,1740527970
418,nihommatsu,37.5833,140.4333,7.42,74,5.92,5.92,JP,1740527971
419,robore,-18.3333,-59.75,25.3,74,1.78,1.78,BO,1740527973
420,cole harbour,44.6724,-63.4751,2.66,87,6.17,6.17,CA,1740527974
421,novodvinsk,64.4165,40.8122,-5.14,90,2.45,2.45,RU,1740527976
422,conception bay south,47.4999,-52.9981,2.47,92,8.11,8.11,CA,1740527977
423,yanchep,-31.55,115.6833,22.83,55,2.91,2.91,AU,1740527978
424,sungai udang,2.269,102.1427,25.49,88,3.09,3.09,MY,1740527979
425,el bolson,-41.9667,-71.5167,13.68,77,1.62,1.62,AR,1740527980
426,rawson,-43.3002,-65.1023,14.16,62,8.75,8.75,AR,1740527955
427,kulhudhuffushi,6.6221,73.07,27.42,68,2.14,2.14,MV,1740527983
428,roma,43.2128,-75.4557,3.15,99,2.06,2.06,US,1740527960
429,isernhagen farster bauerschaft,52.4667,9.8333,7.68,91,1.03,1.03,DE,1740527986
430,kenai,60.5544,-151.2583,3.34,61,3.09,3.09,US,1740527987
431,carutapera,-1.195,-46.02,24.13,93,2.93,2.93,BR,1740527988
432,dakhla,23.6848,-15.958,16.87,77,7.27,7.27,EH,1740527990
433,bel ombre,-4.6167,55.4167,27.91,74,4.63,4.63,SC,1740527991
434,acapulco de juarez,16.8634,-99.8901,25.04,66,2.64,2.64,MX,1740527889
435,talavera de la reina,39.9635,-4.8308,5.65,75,0.57,0.57,ES,1740527993
436,myeik,12.4333,98.6,23.7,74,2.41,2.41,MM,1740527995
437,howard springs,-12.497,131.047,29.43,88,2.02,2.02,AU,1740527996
438,pocone,-16.2567,-56.6228,26.33,73,2.05,2.05,BR,1740527997
439,atabey,37.9508,30.6386,-2.1,87,1.1,1.1,TR,1740527998
440,belmonte,-15.8631,-38.8828,24.68,88,3.2,3.2,BR,1740528000
441,vorkuta,67.5,64.0,-2.66,96,4.14,4.14,RU,1740528001
442,altsasu,42.9,-2.1652,4.79,89,2.41,2.41,ES,1740528002
443,puerto aysen,-45.4,-72.7,10.26,92,1.09,1.09,CL,1740528004
444,mirnyy,62.5353,113.9611,-16.34,98,1.92,1.92,RU,1740528005
445,coruripe,-10.1256,-36.1756,25.74,76,3.51,3.51,BR,1740528008
446,oneonta,42.4529,-75.0638,4.01,95,0.45,0.45,US,1740528010
447,coquimbo,-29.9533,-71.3436,18.85,86,4.12,4.12,CL,1740528012
448,kruisfontein,-34.0033,24.7314,17.25,86,4.64,4.64,ZA,1740528013
449,brookings,44.3114,-96.7984,10.7,66,3.29,3.29,US,1740528014
450,haiku-pauwela,20.9219,-156.3051,26.25,70,7.72,7.72,US,1740528016
451,kuhmo,64.1333,29.5167,-1.13,97,3.82,3.82,FI,1740528018
452,callao,-12.0667,-77.15,26.51,88,4.12,4.12,PE,1740528023
453,hotan,37.0997,79.9269,2.16,39,1.39,1.39,CN,1740528026
454,chernyshevsk,52.5243,117.0174,-25.48,99,1.24,1.24,RU,1740528028
455,slave lake,55.2834,-114.769,2.99,65,1.03,1.03,CA,1740528003
456,monrovia,6.3005,-10.7969,25.66,88,2.87,2.87,LR,1740527915
457,laascaanood,8.4774,47.3597,20.04,57,3.51,3.51,SO,1740528032
458,barranca,-10.75,-77.7667,23.86,76,2.24,2.24,PE,1740528033
459,riohacha,11.5444,-72.9072,27.84,78,2.24,2.24,CO,1740527535
460,inirida,3.8653,-67.9239,26.12,82,0.45,0.45,CO,1740527926
461,bulgan,48.8125,103.5347,-13.84,74,2.19,2.19,MN,1740528036
462,thanh pho uong bi,21.0333,106.7833,14.99,88,0.73,0.73,VN,1740528038
463,choibalsan,48.0667,114.5,-10.0,67,5.99,5.99,MN,1740528047
464,al jawf,29.5,38.75,7.11,25,3.04,3.04,SA,1740528048
465,yoichi,43.2039,140.7703,0.34,59,11.42,11.42,JP,1740528049
466,agat village,13.3886,144.6585,28.31,85,2.24,2.24,GU,1740528050
467,brak,27.5496,14.2714,10.42,39,3.73,3.73,LY,1740528051
468,el granada,37.5027,-122.4694,18.8,61,8.23,8.23,US,1740528052
469,leteri,24.05,77.4,18.99,31,2.42,2.42,IN,1740528058
470,walvis bay,-22.9575,14.5053,19.53,82,4.12,4.12,NA,1740528060
471,ambovombe,-25.1667,46.0833,23.13,94,3.06,3.06,MG,1740528061
472,whitecourt,54.1502,-115.6855,8.58,36,3.09,3.09,CA,1740528070
473,tyukhtet,56.5389,89.3011,-8.33,87,5.18,5.18,RU,1740528072
474,karratha,-20.7377,116.8463,31.62,60,0.89,0.89,AU,1740528080
475,al qubbah,32.7616,22.2424,7.44,81,3.92,3.92,LY,1740528082
476,aykhal,66.0,111.5,-33.76,100,4.23,4.23,RU,1740528084
477,okha,53.5739,142.9478,-15.22,89,3.25,3.25,RU,1740528085
478,novoishimskiy,53.1981,66.7694,-10.54,97,3.49,3.49,KZ,1740528086
479,gizo,-8.103,156.8419,28.03,81,9.34,9.34,SB,1740528087
480,norderney,53.7,7.15,4.98,94,2.63,2.63,DE,1740528091
481,st. john's,47.5649,-52.7093,1.98,90,5.14,5.14,CA,1740528092
482,yanam,16.7333,82.2167,21.93,83,1.47,1.47,IN,1740528097
483,prainha,-1.8,-53.48,23.83,95,1.63,1.63,BR,1740528099
484,tromso,69.6496,18.957,5.01,65,5.14,5.14,NO,1740528008
485,saint joseph,39.7686,-94.8466,16.78,42,4.63,4.63,US,1740527970
486,dzhetygara,52.1908,61.2006,-8.17,96,4.85,4.85,KZ,1740528110
487,shenjiamen,29.9576,122.298,7.42,81,2.87,2.87,CN,1740528111
488,grojec,51.8625,20.8676,3.75,89,3.03,3.03,PL,1740528036
489,ilhabela,-23.7781,-45.3581,25.64,87,3.59,3.59,BR,1740528113
490,sydney mines,46.2367,-60.2177,3.43,80,2.55,2.55,CA,1740528114
491,leninskoye,41.7589,69.3864,-1.57,98,2.89,2.89,KZ,1740528115
492,merlo,-32.3429,-65.014,25.14,72,5.2,5.2,AR,1740527943
493,sakakah,29.9697,40.2064,4.76,25,3.52,3.52,SA,1740528119
494,aflou,34.1128,2.1023,6.37,60,6.63,6.63,DZ,1740528121
495,kimbe,-5.5502,150.1429,25.95,88,1.72,1.72,PG,1740528122
496,prince george,53.9166,-122.753,7.38,56,3.09,3.09,CA,1740528123
497,hasaki,35.7333,140.8333,10.16,41,5.31,5.31,JP,1740528124
498,oodweyne,9.4092,45.064,20.31,57,4.09,4.09,SO,1740528126
499,barra de santo antonio,-9.4047,-35.5072,26.25,76,4.07,4.07,BR,1740528128
500,iwanai,42.9744,140.5089,0.25,60,11.7,11.7,JP,1740528129
501,ishigaki,24.3448,124.1572,19.07,63,3.09,3.09,JP,1740528130
502,talcahuano,-36.7167,-73.1167,20.82,49,6.69,6.69,CL,1740528133
503,oostmalle,51.3019,4.7332,7.65,89,3.13,3.13,BE,1740528135
504,reitz,-27.8014,28.4273,15.38,92,5.85,5.85,ZA,1740528136
505,msowero,-6.5333,37.2,21.22,91,1.33,1.33,TZ,1740528137
506,taroa,8.7058,171.2275,27.23,84,7.91,7.91,MH,1740528139
507,fortaleza,-3.7227,-38.5247,28.45,83,2.06,2.06,BR,1740528001
508,tarakan,3.3,117.6333,23.72,100,1.03,1.03,ID,1740528141
509,dunedin,-45.8742,170.5036,19.33,50,2.24,2.24,NZ,1740528145
510,swan hill,-35.3378,143.5544,31.87,14,2.41,2.41,AU,1740528146
511,khorixas,-20.3667,14.9667,20.91,61,1.17,1.17,NA,1740528149
512,jindabyne,-36.4167,148.6333,27.18,25,2.95,2.95,AU,1740528150
513,zhigalovo,54.8097,105.1578,-15.21,96,1.84,1.84,RU,1740528151
514,ar ruways,24.1103,52.7306,14.9,60,7.97,7.97,AE,1740528154
515,mandalgovi,45.7625,106.2708,-9.68,34,4.74,4.74,MN,1740528155
516,kholmsk,47.0511,142.0569,-1.43,89,9.11,9.11,RU,1740528163
517,zaozersk,69.4005,32.4476,1.33,95,8.54,8.54,RU,1740528164
518,chaumont-gistoux,50.6775,4.7212,6.91,92,6.17,6.17,BE,1740528165
519,nar'yan-mar,67.6713,53.087,-0.19,96,3.53,3.53,RU,1740528166
520,sarangani,5.4033,125.4636,27.09,79,11.8,11.8,PH,1740528167
521,cozumel,20.5083,-86.9458,26.08,57,4.63,4.63,MX,1740528168
522,constantia,44.1833,28.65,-4.62,72,2.3,2.3,RO,1740528170
523,juhaynah,26.6732,31.4976,12.59,29,4.06,4.06,EG,1740528171
524,shitanjing,39.2342,106.3439,-2.41,24,1.76,1.76,CN,1740528172
525,tchintabaraden,15.8969,5.7985,19.79,13,5.0,5.0,NE,1740528173
526,laguna,38.421,-121.4238,20.13,48,4.63,4.63,US,1740528174
527,bac lieu,9.285,105.7244,26.21,73,8.07,8.07,VN,1740528175
528,kiffa,16.6166,-11.4045,20.39,19,5.35,5.35,MR,1740528176
529,auki,-8.7676,160.7034,25.05,95,3.15,3.15,SB,1740528177
530,quellon,-43.1167,-73.6167,12.34,92,2.19,2.19,CL,1740528178
531,eureka,40.8021,-124.1637,15.77,68,1.79,1.79,US,1740528135
532,banfora,10.6333,-4.7667,24.59,16,3.08,3.08,BF,1740528180
533,kristiansund,63.1115,7.732,6.36,52,2.06,2.06,NO,1740528183
534,katima mulilo,-17.5,24.2667,19.63,96,2.21,2.21,NA,1740528185
535,saint-mihiel,48.8875,5.551,6.4,95,6.25,6.25,FR,1740528186
536,sarikei,2.1167,111.5167,23.83,97,0.7,0.7,MY,1740528187
537,isla vista,34.4133,-119.861,26.94,39,5.14,5.14,US,1740528188
538,kyzyl,51.7,94.45,-27.53,98,0.4,0.4,RU,1740528190
539,warmbad,-28.45,18.7333,27.26,23,3.05,3.05,NA,1740528191
540,tughyl,47.7252,84.2063,-15.59,89,0.26,0.26,KZ,1740528192
541,almeirim,-1.5233,-52.5817,22.46,95,1.38,1.38,BR,1740528195
542,monticello,45.3055,-93.7941,8.07,61,2.57,2.57,US,1740528084
543,andovoranto,-18.95,49.1,24.27,91,3.76,3.76,MG,1740528198
544,menongue,-14.6585,17.691,16.72,76,2.72,2.72,AO,1740528049
545,mariental,-24.6333,17.9667,25.86,42,3.74,3.74,NA,1740528201
546,liaozhong,41.5061,122.7242,-3.49,32,4.47,4.47,CN,1740528202
547,yung shue wan,22.2333,114.1167,17.04,85,1.34,1.34,HK,1740528204
548,arar,30.9753,41.0381,2.01,27,4.12,4.12,SA,1740528206
549,shinshiro,34.9,137.5,6.87,52,4.68,4.68,JP,1740528214
550,saint-joseph,-21.3667,55.6167,27.21,78,1.42,1.42,RE,1740528216
551,iquique,-20.2208,-70.1431,22.1,79,0.38,0.38,CL,1740528218
552,labuan,5.2767,115.2417,25.2,100,0.0,0.0,MY,1740528219
553,vila velha,-20.3297,-40.2925,27.97,69,2.57,2.57,BR,1740528061
554,qalat,32.1058,66.9083,9.47,67,6.46,6.46,AF,1740528225
555,ninotsminda,41.2646,43.5916,-19.47,93,4.0,4.0,GE,1740528226
556,lata,40.1629,-8.3327,5.03,95,0.76,0.76,PT,1740528227
557,broken hill,-31.95,141.4333,33.52,16,5.2,5.2,AU,1740528228
558,akcakale,36.7111,38.9475,-0.26,43,0.59,0.59,TR,1740528229
559,fortuna,40.5982,-124.1573,15.52,67,5.14,5.14,US,1740528230
560,kalevala,65.2,31.1667,0.39,98,3.2,3.2,RU,1740528231
561,mount gambier,-37.8333,140.7667,26.05,33,4.64,4.64,AU,1740528232
562,waddan,29.1614,16.139,10.93,41,2.93,2.93,LY,1740528240
563,mossel bay,-34.1831,22.146,19.56,84,8.69,8.69,ZA,1740528146
564,can gio,10.4167,106.9667,24.94,78,3.52,3.52,VN,1740528243
565,hryhoriopol,47.1536,29.2964,-2.13,49,2.05,2.05,MD,1740528245
566,santa cruz cabralia,-16.2781,-39.0247,25.13,94,1.54,1.54,BR,1740528246
567,olyokminsk,60.3736,120.4264,-12.01,94,2.84,2.84,RU,1740528247
568,bandon,51.7469,-8.7425,7.77,86,7.93,7.93,IE,1740528249
569,clifton,40.8584,-74.1638,11.01,60,2.68,2.68,US,1740528017
570,fisterra,42.9049,-9.2629,11.97,65,1.34,1.34,ES,1740528253
571,isangel,-19.55,169.2667,28.06,89,7.2,7.2,VU,1740528254
572,usinsk,65.9939,57.5281,-1.37,98,4.49,4.49,RU,1740528255
573,vadso,70.0744,29.7487,2.09,87,6.69,6.69,NO,1740528256
574,pangai,-19.8,-174.35,30.06,79,4.63,4.63,TO,1740528257
575,bayanhongor,46.7167,100.1167,-24.29,79,1.68,1.68,MN,1740528258
576,koszeg,47.3892,16.541,5.82,14,2.19,2.19,HU,1740528259
577,nueve de julio,-35.4444,-60.8831,23.87,91,1.49,1.49,AR,1740528260
578,dromore,54.5167,-7.4667,0.92,97,1.9,1.9,GB,1740528262
579,caldwell,43.6629,-116.6874,11.34,36,6.69,6.69,US,1740528058
580,champerico,14.3,-91.9167,28.57,68,3.58,3.58,GT,1740528265
581,horta,38.5333,-28.6333,15.8,95,5.81,5.81,PT,1740528266
582,bulayevo,54.9056,70.4439,-18.71,99,2.2,2.2,KZ,1740528268
583,santa ana de yacuma,-13.75,-65.4333,30.97,66,0.0,0.0,BO,1740528270
584,klaksvik,62.2266,-6.589,5.55,70,8.96,8.96,FO,1740528272
585,kopong,-24.4833,25.8833,22.13,88,2.57,2.57,BW,1740528273
586,upata,8.0086,-62.3989,25.26,66,4.4,4.4,VE,1740528274
587,nuuk,64.1835,-51.7216,-1.66,74,19.55,19.55,GL,1740528275
